customerID,tenure,MonthlyCharges,TotalCharges,gender_Male,SeniorCitizen_Yes,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_Biannual,Contract_Monthly,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Yes
9220-CXRSC,69,61.4,4059.85,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
4993-JCRGJ,26,84.3,2281.6,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0
9537-JALFH,69,19.9,1356.7,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6698-OXETB,11,20.4,231.45,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2103-ZRXFN,1,50.75,50.75,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3724-BSCVH,10,20.45,242.4,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4877-TSOFF,55,75.75,4264.25,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0
9209-NWPGU,44,65.4,2774.55,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
6961-VCPMC,46,80.4,3605.2,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1
7306-YDSOI,69,59.75,4069.9,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
5288-AHOUP,11,78.5,874.2,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
6688-UZPWD,11,102.0,1145.35,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1
0655-YDGFJ,29,48.95,1323.7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
8468-EHYJA,57,99.65,5497.05,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0
6823-SIDFQ,28,18.25,534.7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1097-FSPVW,42,54.55,2455.05,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
2839-RFSQE,2,20.65,38.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
8328-SKJNO,23,40.65,947.4,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
7010-ZMVBF,18,20.45,357.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
5201-CBWYG,62,24.8,1476.25,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0968-GSIKN,1,70.8,70.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1965-DDBWU,16,89.05,1448.6,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1
9057-SIHCH,3,96.6,291.9,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1
6352-GIGGQ,67,88.8,5903.15,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0
3635-QQRQD,62,20.05,1201.65,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
6771-XWBDM,57,104.5,5921.35,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1
2897-DOVND,2,69.8,146.65,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
3082-YVEKW,23,77.15,1759.4,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0
0191-EQUUH,25,35.05,844.45,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
7134-HBPBS,72,108.1,7774.05,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0
3489-HHPFY,2,84.05,134.05,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0
2926-JEJJC,8,20.2,140.95,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8601-QACRS,5,50.6,249.95,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
4950-BDEUX,35,49.2,1701.65,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0
5789-LDFXO,24,24.6,592.65,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0508-OOLTO,2,71.65,135.75,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2984-TBYKU,72,104.9,7732.65,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0
9822-WMWVG,41,106.5,4282.4,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0
2391-SOORI,4,49.35,219.65,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
9040-KZVWO,26,75.5,2018.1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2645-QTLMB,7,94.25,669.0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1
4806-HIPDW,1,68.95,68.95,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1
1548-ARAGG,4,58.5,224.85,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
6339-RZCBJ,48,78.9,3771.5,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
4424-TKOPW,2,93.85,196.75,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1
4415-WNGVR,12,79.2,943.85,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0
2522-AHJXR,60,109.45,6572.85,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0
0412-UCCNP,55,59.2,3175.85,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0
1816-FLZDK,1,29.15,29.15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
7096-UCLNH,1,20.05,20.05,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
8443-ZRDBZ,4,76.05,318.9,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1
9136-ALYBR,1,24.45,24.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
4615-PIVVU,42,66.5,2762.75,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0
8885-QSQBX,1,49.55,49.55,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7479-NITWS,7,89.35,631.85,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1
8617-ENBDS,3,73.6,232.5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0
9385-NXKDA,72,82.65,5919.35,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0
0430-IHCDJ,15,49.0,749.25,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2959-MJHIC,4,80.35,307.4,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1
6674-KVJHG,11,25.2,245.15,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1814-DKOLC,5,25.45,134.75,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
4201-JMNGR,1,55.8,55.8,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1
9351-HXDMR,72,110.9,8240.85,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0
3537-HPKQT,55,77.75,4266.4,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2129-ALKBS,40,26.2,1077.5,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
5821-MMEIL,57,19.9,1115.6,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5960-WPXQM,1,79.05,79.05,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1
0684-AOSIH,1,95.0,95.0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1
8260-NGFNY,1,25.2,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1309-XGFSN,52,80.85,4079.55,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0
1866-RZZQS,41,98.4,4187.75,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1
6968-URWQU,43,56.35,2391.15,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
4742-TXUEX,47,19.3,890.5,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9631-XEYKE,3,50.4,137.25,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8631-NBHFZ,66,79.4,5154.6,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1
1335-MXCSE,55,55.25,3119.9,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0
8873-TMKGR,29,19.1,529.5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8800-JOOCF,12,84.05,966.55,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0
1469-LBJQJ,66,105.2,6936.85,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0
4958-XCBDQ,35,101.4,3496.3,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1
8337-UPOAQ,10,89.8,914.3,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1
0064-YIJGF,27,75.75,1929.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2386-OWURY,58,95.3,5817.7,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0
1725-IQNIY,54,109.75,6110.2,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1
0310-VQXAM,9,19.85,178.8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
6598-RFFVI,2,19.3,28.3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3453-RTHJQ,6,69.1,435.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
6712-OAWRH,26,91.25,2351.8,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1
6278-FEPBZ,9,20.25,186.15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
4280-DLSHD,8,54.75,445.85,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0
1508-DFXCU,12,81.45,912.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0
8614-VGMMV,15,49.1,679.55,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
7868-BGSZA,43,80.2,3581.6,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0
2800-QQUSO,42,100.3,4222.95,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0
2930-UOTMB,31,65.25,1994.3,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1
7973-DZRKH,66,90.95,5930.05,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0
5914-DVBWJ,18,85.45,1505.85,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1
7698-YFGEZ,1,20.0,20.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2533-QVMSK,61,94.1,5638.3,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
9773-PEQBZ,10,79.85,797.25,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
8644-XLFBW,1,71.65,71.65,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1
0650-BWOZN,18,73.55,1359.45,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
8625-AZYZY,24,104.65,2542.45,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1
7785-RDVIG,3,19.3,54.7,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
9602-WCXPI,50,20.15,989.05,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2903-YYTBW,1,44.55,44.55,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3620-MWJNE,2,54.45,87.3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0
8573-JGCZW,17,19.65,351.55,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6837-HAEVO,69,105.0,7297.75,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0
6701-YVNQG,72,88.7,6301.7,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0
9306-CPCBC,3,74.25,210.3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1
4304-XUMGI,50,75.15,3822.45,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0
9504-YAZWB,53,20.25,1048.45,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
8819-ZBYNA,58,109.1,6393.65,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0
6174-NRBTZ,46,30.75,1489.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
9481-IEBZY,72,112.9,8061.5,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0
1833-VGRUM,1,74.2,74.2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1
6137-NICCO,6,94.05,518.75,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0
9065-ZCPQX,72,78.85,5763.15,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
6402-EJMWF,4,55.3,238.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
3620-EHIMZ,52,19.35,1031.7,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6870-ECSHE,2,20.45,34.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8747-UDCOI,65,19.35,1319.95,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8374-XGEJJ,43,101.0,4388.4,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1
2656-TABEH,4,100.2,420.2,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1
6946-LMSQS,25,89.05,2177.45,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1
4626-OZDTJ,51,78.65,3950.85,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0
9169-BSVIN,12,74.75,827.05,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
2325-ZUSFD,57,70.1,3913.3,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
8194-PEEBY,24,19.9,533.5,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6872-HXFNF,64,58.35,3756.45,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3932-CMDTD,4,105.65,443.9,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1
7714-YXSMB,26,100.5,2599.95,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0
8387-UGUSU,15,20.05,284.3,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1080-BWSYE,64,25.65,1740.8,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4039-HEUNW,36,96.5,3436.1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1
1194-HVAIF,27,95.0,2462.55,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0
0812-WUPTB,1,70.85,70.85,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3594-UVONA,35,85.95,3110.1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1
0004-TLHLJ,4,73.9,280.85,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1
1767-TGTKO,8,45.45,411.75,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
8439-LTUGF,10,20.0,198.6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
8805-JNRAZ,2,49.2,103.7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
5089-IFSDP,58,109.45,6144.55,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1
6418-HNFED,51,83.25,4089.45,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0
0206-OYVOC,46,19.25,864.2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
7291-CDTMJ,1,19.65,19.65,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
7128-GGCNO,46,72.8,3249.4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0237-YFUTL,50,109.65,5405.8,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0
7691-KGKGP,53,65.0,3363.8,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0
6710-HSJRD,61,114.1,7132.15,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0
3675-EQOZA,5,20.65,93.55,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0840-DCNZE,47,86.95,4138.9,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0
1732-FEKLD,54,94.75,5121.75,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
9862-KJTYK,19,25.35,566.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
0479-HMSWA,26,105.45,2715.3,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0
5854-KSRBJ,70,25.4,1782.05,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0365-BZUWY,17,102.55,1742.5,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0
4817-VYYWS,30,100.2,2983.8,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1
5701-SVCWR,1,24.0,24.0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3129-AAQOU,19,25.6,485.9,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4922-CVPDX,26,73.5,1905.7,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0
1396-QWFBJ,21,74.05,1565.7,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1357-BIJKI,50,98.25,4858.7,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0
1099-BTKWT,68,54.4,3723.65,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0
5299-SJCZT,3,101.55,298.35,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1
2018-PZKMU,9,103.1,970.45,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0
7340-KEFQE,51,34.2,1782.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
4570-QHXHL,9,43.75,405.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2403-BCASL,41,111.95,4534.9,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1
7392-YYPYJ,22,100.65,2415.95,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0
2898-LSJGD,21,55.95,1157.05,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1
2223-GDSHL,71,116.05,8297.5,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0
7359-PTSXY,1,45.75,45.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9470-RTWDV,26,82.0,2083.1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0
2176-OSJUV,71,65.15,4681.75,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
9348-YVOMK,4,44.8,176.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
8104-OSKWT,12,79.8,1001.2,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0
4521-YEEHE,18,88.85,1594.75,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0
4090-KPJIP,3,74.95,212.4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
3786-WOVKF,72,106.85,7677.4,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0
4503-BDXBD,11,74.95,815.5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
6086-ESGRL,1,80.15,80.15,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2592-HODOV,13,19.3,259.65,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3886-CERTZ,72,109.25,8109.8,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1
7995-ZHHNZ,42,56.1,2386.85,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3824-RHKVR,17,19.7,340.35,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
5816-SCGFC,7,51.3,419.35,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
5989-AXPUC,68,118.6,7990.05,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0
4979-HPRFL,56,24.15,1402.25,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8590-OHDIW,38,20.3,749.35,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8015-IHCGW,72,115.5,8425.15,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0
2332-TODQS,48,25.05,1171.5,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9278-VZKCD,52,109.1,5647.95,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0
8008-OTEZX,35,19.65,708.8,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2773-OVBPK,67,111.3,7567.2,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0
5999-LCXAO,1,29.9,29.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5206-XZZQI,53,80.6,4348.1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0
4803-LBYPN,34,20.8,635.9,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
5759-RCVCB,3,35.2,108.95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
6372-RFVNS,1,78.8,78.8,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
2139-FQHLM,19,89.95,1682.4,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0
8261-GWDBQ,60,116.05,6925.9,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0
1093-YSWCA,11,19.55,223.15,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
8938-UMKPI,47,106.4,5127.95,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1
0991-BRRFB,18,49.4,874.8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
3882-IYOIJ,60,115.25,6758.45,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0
8749-TZYEC,72,24.8,1874.3,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1755-FZQEC,39,19.9,791.15,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3115-JPJDD,59,81.25,4639.45,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
5600-KTXFM,2,69.95,143.9,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3871-IKPYH,1,69.1,69.1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6319-IEJWJ,20,90.2,1776.55,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1
9025-AOMKI,6,93.55,536.4,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1
6339-TBELP,71,86.4,6172.0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0
7964-YESJC,24,66.3,1559.45,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
6173-GOLSU,67,94.65,6079.0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0
5275-SQEIZ,1,80.85,80.85,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1
7716-YTYHG,48,82.05,4029.95,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
9938-ZREHM,37,72.1,2658.4,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
7950-XWOVN,11,34.7,383.55,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
4390-KYULV,3,20.55,51.15,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
4647-MUZON,18,95.95,1745.5,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0
